USR0000ABOX,"BOX RIVER ALASKA, AK US",2/1/2024,-21,-15,-25
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/2/2024,-24,-13,-30
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/3/2024,-24,-20,-28
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/4/2024,-14,-8,-23
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/5/2024,-1,5,-7
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/6/2024,9,14,4
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/7/2024,14,16,12
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/8/2024,16,23,10
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/9/2024,10,12,7
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/10/2024,15,18,11
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/11/2024,22,24,19
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/12/2024,19,23,15
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/13/2024,30,32,23
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/14/2024,20,32,13
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/15/2024,13,16,9
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/16/2024,9,17,5
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/17/2024,11,18,2
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/18/2024,14,16,13
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/19/2024,16,18,13
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/20/2024,17,19,14
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/21/2024,18,23,12
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/22/2024,21,25,16
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/23/2024,20,26,18
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/24/2024,20,23,16
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/25/2024,12,15,10
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/26/2024,3,8,-8
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/27/2024,-10,-6,-16
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/28/2024,-16,-11,-22
USR0000ABOX,"BOX RIVER ALASKA, AK US",2/29/2024,-15,-8,-21
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/1/2024,-12,0,-21
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/2/2024,-11,-2,-23
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/3/2024,6,14,-2
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/4/2024,19,25,13
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/5/2024,21,25,15
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/6/2024,15,19,8
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/7/2024,4,11,-3
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/8/2024,-5,0,-10
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/9/2024,-9,-1,-14
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/10/2024,-14,-7,-20
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/11/2024,-12,-4,-17
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/12/2024,-12,-5,-17
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/13/2024,-9,1,-17
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/14/2024,-10,1,-18
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/15/2024,-7,9,-20
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/16/2024,-7,8,-15
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/17/2024,1,9,-11
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/18/2024,8,20,-3
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/19/2024,20,27,12
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/20/2024,29,35,23
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/21/2024,33,37,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/22/2024,33,38,22
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/23/2024,24,31,18
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/24/2024,29,39,21
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/25/2024,36,47,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/26/2024,35,43,30
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/27/2024,24,32,17
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/28/2024,22,33,11
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/29/2024,28,32,24
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/30/2024,30,34,27
USR0000ABOX,"BOX RIVER ALASKA, AK US",3/31/2024,8,27,-7
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/1/2024,-8,-4,-13
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/2/2024,1,15,-15
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/3/2024,20,33,5
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/4/2024,29,35,24
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/5/2024,31,41,23
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/6/2024,23,29,11
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/7/2024,4,12,-5
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/8/2024,-5,1,-11
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/9/2024,4,19,-13
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/10/2024,17,25,0
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/11/2024,29,37,22
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/12/2024,12,28,4
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/13/2024,14,22,5
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/14/2024,19,26,7
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/15/2024,29,32,24
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/16/2024,33,38,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/17/2024,36,44,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/18/2024,41,47,35
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/19/2024,43,54,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/20/2024,36,46,27
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/21/2024,29,37,23
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/22/2024,36,53,24
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/23/2024,39,48,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/24/2024,43,49,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/25/2024,44,56,36
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/26/2024,41,52,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/27/2024,42,49,33
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/28/2024,36,45,25
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/29/2024,36,46,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",4/30/2024,32,42,23
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/1/2024,35,43,27
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/2/2024,35,42,26
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/3/2024,36,45,27
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/4/2024,32,37,21
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/5/2024,18,21,14
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/6/2024,20,26,14
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/7/2024,30,46,16
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/8/2024,38,50,25
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/9/2024,34,42,28
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/10/2024,35,48,24
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/11/2024,30,41,21
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/12/2024,29,41,19
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/13/2024,26,34,19
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/14/2024,34,43,22
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/15/2024,37,40,35
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/16/2024,36,39,32
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/17/2024,39,46,30
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/18/2024,44,52,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/19/2024,50,60,38
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/20/2024,49,56,36
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/21/2024,46,51,40
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/22/2024,46,56,36
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/23/2024,46,56,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/24/2024,47,57,38
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/25/2024,44,54,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/26/2024,34,40,27
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/27/2024,40,55,24
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/28/2024,50,64,30
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/29/2024,58,71,42
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/30/2024,53,63,44
USR0000ABOX,"BOX RIVER ALASKA, AK US",5/31/2024,52,62,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/1/2024,53,62,43
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/2/2024,47,57,35
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/3/2024,38,51,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/4/2024,38,44,33
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/5/2024,44,56,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/6/2024,43,54,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/7/2024,54,63,40
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/8/2024,62,71,47
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/9/2024,69,77,61
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/10/2024,62,70,53
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/11/2024,62,73,53
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/12/2024,55,69,46
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/13/2024,50,61,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/14/2024,50,59,40
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/15/2024,56,68,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/16/2024,63,74,47
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/17/2024,60,72,48
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/18/2024,60,71,49
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/19/2024,55,62,48
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/20/2024,60,71,45
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/21/2024,62,74,47
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/22/2024,60,71,52
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/23/2024,56,67,46
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/24/2024,60,71,44
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/25/2024,65,76,50
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/26/2024,69,79,56
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/27/2024,66,75,52
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/28/2024,61,68,53
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/29/2024,62,70,47
USR0000ABOX,"BOX RIVER ALASKA, AK US",6/30/2024,69,79,57
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/1/2024,65,75,56
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/2/2024,58,66,54
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/3/2024,53,56,49
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/4/2024,50,53,48
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/5/2024,53,63,46
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/6/2024,46,49,43
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/7/2024,47,55,38
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/8/2024,47,52,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/9/2024,49,52,45
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/10/2024,54,63,49
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/11/2024,58,68,51
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/12/2024,54,60,49
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/13/2024,51,56,48
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/14/2024,51,56,45
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/15/2024,48,55,38
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/16/2024,48,55,43
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/17/2024,49,59,42
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/18/2024,53,62,47
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/19/2024,55,63,47
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/20/2024,56,70,42
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/21/2024,64,76,51
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/22/2024,66,78,49
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/23/2024,67,80,49
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/24/2024,71,85,54
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/25/2024,65,75,54
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/26/2024,54,59,49
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/27/2024,50,58,45
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/28/2024,52,59,44
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/29/2024,50,56,44
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/30/2024,47,58,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",7/31/2024,48,51,45
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/1/2024,46,51,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/2/2024,44,50,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/3/2024,50,53,46
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/4/2024,56,62,51
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/5/2024,60,66,54
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/6/2024,59,64,55
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/7/2024,58,64,54
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/8/2024,51,56,46
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/9/2024,47,52,40
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/10/2024,43,50,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/11/2024,47,54,41
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/12/2024,50,57,45
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/13/2024,51,61,43
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/14/2024,47,50,44
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/15/2024,47,53,41
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/16/2024,48,53,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/17/2024,47,58,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/18/2024,53,59,45
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/19/2024,41,46,36
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/20/2024,47,55,36
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/21/2024,46,48,44
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/22/2024,45,50,43
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/23/2024,44,46,43
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/24/2024,42,47,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/25/2024,43,48,38
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/26/2024,46,55,38
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/27/2024,48,56,44
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/28/2024,50,56,42
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/29/2024,46,50,38
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/30/2024,42,52,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",8/31/2024,41,53,28
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/1/2024,45,57,36
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/2/2024,44,56,32
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/3/2024,48,59,40
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/4/2024,49,58,40
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/5/2024,52,61,45
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/6/2024,43,50,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/7/2024,44,54,31
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/8/2024,48,54,44
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/9/2024,46,53,39
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/10/2024,45,49,42
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/11/2024,44,50,41
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/12/2024,44,50,41
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/13/2024,45,54,36
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/14/2024,43,46,40
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/15/2024,43,46,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/16/2024,42,51,33
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/17/2024,38,42,33
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/18/2024,39,43,37
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/19/2024,38,46,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/20/2024,36,43,32
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/21/2024,34,42,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/22/2024,35,42,28
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/23/2024,34,40,28
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/24/2024,31,35,26
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/25/2024,33,37,29
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/26/2024,33,42,28
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/27/2024,32,43,21
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/28/2024,35,44,27
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/29/2024,40,50,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",9/30/2024,38,48,30
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/1/2024,36,44,31
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/2/2024,31,42,22
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/3/2024,33,39,25
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/4/2024,37,40,34
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/5/2024,37,45,33
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/6/2024,33,40,28
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/7/2024,31,32,28
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/8/2024,27,31,25
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/9/2024,27,29,25
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/10/2024,26,28,23
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/11/2024,24,29,20
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/12/2024,23,28,18
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/13/2024,26,33,21
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/14/2024,21,28,15
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/15/2024,21,29,10
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/16/2024,26,28,25
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/17/2024,23,29,14
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/18/2024,13,22,5
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/19/2024,25,32,18
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/20/2024,33,39,30
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/21/2024,34,40,31
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/22/2024,28,31,23
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/23/2024,24,29,22
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/24/2024,19,24,12
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/25/2024,11,23,5
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/26/2024,7,21,-2
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/27/2024,5,13,-3
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/28/2024,18,27,9
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/29/2024,19,21,15
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/30/2024,8,15,5
USR0000ABOX,"BOX RIVER ALASKA, AK US",10/31/2024,11,14,7
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/1/2024,13,15,9
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/2/2024,17,18,15
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/3/2024,17,19,15
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/4/2024,17,20,15
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/5/2024,16,19,12
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/6/2024,19,23,14
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/7/2024,21,26,17
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/8/2024,17,22,11
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/9/2024,11,17,8
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/10/2024,13,15,9
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/11/2024,13,14,11
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/12/2024,10,11,9
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/13/2024,6,8,4
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/14/2024,0,5,-3
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/15/2024,2,4,-2
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/16/2024,1,3,-1
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/17/2024,-3,0,-5
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/18/2024,-9,-3,-18
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/19/2024,1,12,-19
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/20/2024,26,32,11
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/21/2024,24,31,17
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/22/2024,16,19,12
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/23/2024,14,15,12
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/24/2024,19,24,15
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/25/2024,13,25,1
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/26/2024,-5,0,-11
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/27/2024,-15,-11,-18
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/28/2024,-9,-1,-18
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/29/2024,-9,0,-15
USR0000ABOX,"BOX RIVER ALASKA, AK US",11/30/2024,-4,0,-8
USR0000ABOX,"BOX RIVER ALASKA, AK US",12/1/2024,4,7,2
USR0000ABOX,"BOX RIVER ALASKA, AK US",12/2/2024,1,3,-1
