STATION,NAME,DATE,TAVG,TMAX,TMIN
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/1/2024,-43,-33,-50
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/2/2024,-46,-40,-49
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/3/2024,-46,-39,-50
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/4/2024,-30,-8,-48
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/5/2024,-8,0,-14
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/6/2024,-2,4,-10
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/7/2024,-4,3,-11
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/8/2024,-6,3,-12
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/9/2024,7,13,-7
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/10/2024,12,19,5
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/11/2024,17,28,4
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/12/2024,9,18,-2
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/13/2024,20,23,18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/14/2024,26,30,12
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/15/2024,17,25,9
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/16/2024,10,23,1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/17/2024,4,15,-4
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/18/2024,11,13,4
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/19/2024,12,14,11
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/20/2024,15,22,11
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/21/2024,19,26,7
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/22/2024,17,22,12
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/23/2024,12,20,1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/24/2024,8,11,3
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/25/2024,4,9,1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/26/2024,-8,0,-22
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/27/2024,-16,-3,-26
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/28/2024,-20,-10,-28
USR0000AKAN,"KANUTI NWR ALASKA, AK US",2/29/2024,-25,-15,-35
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/1/2024,-27,-16,-36
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/2/2024,-24,-12,-36
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/3/2024,-6,1,-19
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/4/2024,7,12,1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/5/2024,10,15,1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/6/2024,3,11,-8
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/7/2024,1,11,-9
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/8/2024,-6,3,-18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/9/2024,-12,1,-22
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/10/2024,-14,-2,-32
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/11/2024,-6,-1,-11
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/12/2024,-7,2,-15
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/13/2024,-7,5,-18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/14/2024,-7,6,-20
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/15/2024,-7,4,-20
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/16/2024,-1,6,-10
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/17/2024,4,7,-1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/18/2024,6,13,-6
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/19/2024,7,19,-8
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/20/2024,20,27,11
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/21/2024,24,30,18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/22/2024,29,41,9
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/23/2024,31,39,17
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/24/2024,33,40,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/25/2024,31,41,26
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/26/2024,30,37,24
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/27/2024,32,38,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/28/2024,26,31,21
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/29/2024,23,32,11
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/30/2024,30,38,22
USR0000AKAN,"KANUTI NWR ALASKA, AK US",3/31/2024,25,35,13
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/1/2024,12,19,0
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/2/2024,1,12,-11
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/3/2024,9,19,-8
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/4/2024,22,31,9
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/5/2024,30,39,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/6/2024,29,36,18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/7/2024,24,32,17
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/8/2024,17,22,12
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/9/2024,15,26,-2
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/10/2024,20,33,-1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/11/2024,32,38,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/12/2024,32,45,18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/13/2024,20,29,12
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/14/2024,21,30,10
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/15/2024,31,37,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/16/2024,36,42,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/17/2024,36,46,20
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/18/2024,43,53,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/19/2024,45,55,30
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/20/2024,42,56,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/21/2024,40,52,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/22/2024,39,54,24
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/23/2024,41,51,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/24/2024,41,52,24
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/25/2024,43,52,32
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/26/2024,40,49,26
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/27/2024,36,45,26
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/28/2024,35,45,21
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/29/2024,39,50,28
USR0000AKAN,"KANUTI NWR ALASKA, AK US",4/30/2024,35,43,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/1/2024,31,37,23
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/2/2024,29,37,20
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/3/2024,34,42,24
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/4/2024,33,40,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/5/2024,30,38,22
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/6/2024,33,45,19
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/7/2024,39,49,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/8/2024,42,50,32
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/9/2024,39,47,30
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/10/2024,39,50,31
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/11/2024,41,53,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/12/2024,44,54,28
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/13/2024,42,56,28
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/14/2024,42,55,31
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/15/2024,50,63,28
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/16/2024,48,55,40
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/17/2024,45,55,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/18/2024,53,66,31
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/19/2024,56,66,45
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/20/2024,56,65,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/21/2024,53,67,34
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/22/2024,49,57,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/23/2024,53,61,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/24/2024,51,59,38
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/25/2024,43,52,34
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/26/2024,44,52,29
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/27/2024,52,63,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/28/2024,55,68,36
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/29/2024,56,68,38
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/30/2024,53,64,46
USR0000AKAN,"KANUTI NWR ALASKA, AK US",5/31/2024,55,67,40
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/1/2024,58,71,40
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/2/2024,54,72,40
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/3/2024,53,64,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/4/2024,59,68,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/5/2024,58,71,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/6/2024,56,64,46
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/7/2024,57,67,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/8/2024,64,77,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/9/2024,65,77,50
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/10/2024,67,75,53
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/11/2024,63,73,44
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/12/2024,63,73,44
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/13/2024,64,74,50
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/14/2024,62,72,49
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/15/2024,63,74,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/16/2024,66,76,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/17/2024,67,79,49
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/18/2024,60,69,52
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/19/2024,62,75,45
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/20/2024,62,73,46
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/21/2024,65,75,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/22/2024,65,78,45
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/23/2024,63,75,52
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/24/2024,67,78,49
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/25/2024,67,77,51
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/26/2024,71,83,51
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/27/2024,66,82,53
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/28/2024,62,72,53
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/29/2024,68,80,50
USR0000AKAN,"KANUTI NWR ALASKA, AK US",6/30/2024,71,83,52
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/1/2024,73,83,54
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/2/2024,67,74,56
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/3/2024,56,59,53
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/4/2024,52,54,51
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/5/2024,55,60,51
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/6/2024,51,57,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/7/2024,51,58,45
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/8/2024,52,60,42
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/9/2024,53,59,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/10/2024,61,72,50
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/11/2024,56,61,51
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/12/2024,62,71,46
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/13/2024,60,66,51
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/14/2024,57,65,50
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/15/2024,54,63,45
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/16/2024,52,63,41
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/17/2024,53,61,40
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/18/2024,58,67,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/19/2024,64,74,53
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/20/2024,65,78,49
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/21/2024,67,80,50
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/22/2024,70,82,54
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/23/2024,74,86,59
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/24/2024,74,86,56
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/25/2024,74,88,57
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/26/2024,57,63,49
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/27/2024,50,53,41
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/28/2024,51,60,41
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/29/2024,51,58,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/30/2024,52,62,47
USR0000AKAN,"KANUTI NWR ALASKA, AK US",7/31/2024,56,68,44
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/1/2024,51,57,46
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/2/2024,48,53,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/3/2024,51,56,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/4/2024,61,76,41
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/5/2024,67,82,49
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/6/2024,66,75,54
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/7/2024,62,70,55
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/8/2024,57,62,51
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/9/2024,53,63,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/10/2024,51,61,40
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/11/2024,49,54,45
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/12/2024,52,61,44
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/13/2024,53,62,42
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/14/2024,52,59,41
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/15/2024,56,66,48
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/16/2024,52,58,46
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/17/2024,47,54,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/18/2024,59,68,49
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/19/2024,46,52,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/20/2024,45,55,35
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/21/2024,48,56,41
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/22/2024,49,53,46
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/23/2024,46,50,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/24/2024,45,53,40
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/25/2024,46,57,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/26/2024,46,61,28
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/27/2024,50,58,43
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/28/2024,51,65,38
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/29/2024,51,57,45
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/30/2024,47,58,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",8/31/2024,42,57,28
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/1/2024,43,58,30
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/2/2024,44,60,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/3/2024,52,64,37
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/4/2024,46,63,29
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/5/2024,51,65,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/6/2024,51,61,40
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/7/2024,44,58,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/8/2024,45,57,32
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/9/2024,48,59,38
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/10/2024,45,50,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/11/2024,46,52,37
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/12/2024,44,53,30
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/13/2024,47,52,42
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/14/2024,47,55,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/15/2024,47,55,39
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/16/2024,45,51,41
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/17/2024,44,51,36
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/18/2024,41,51,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/19/2024,40,43,37
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/20/2024,39,46,31
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/21/2024,38,45,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/22/2024,35,40,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/23/2024,39,44,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/24/2024,36,42,33
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/25/2024,36,42,32
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/26/2024,37,43,32
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/27/2024,34,45,23
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/28/2024,27,39,17
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/29/2024,29,44,18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",9/30/2024,32,48,19
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/1/2024,32,44,18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/2/2024,30,42,19
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/3/2024,31,44,18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/4/2024,33,42,27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/5/2024,35,46,20
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/6/2024,32,46,21
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/7/2024,31,46,20
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/8/2024,32,34,29
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/9/2024,28,32,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/10/2024,25,28,23
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/11/2024,29,34,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/12/2024,31,34,28
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/13/2024,27,31,21
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/14/2024,25,30,20
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/15/2024,24,29,16
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/16/2024,24,28,15
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/17/2024,11,24,0
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/18/2024,1,17,-8
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/19/2024,2,12,-10
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/20/2024,21,34,13
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/21/2024,36,39,34
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/22/2024,31,34,29
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/23/2024,27,29,25
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/24/2024,21,26,9
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/25/2024,3,13,-3
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/26/2024,-1,8,-12
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/27/2024,-8,3,-16
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/28/2024,11,15,-2
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/29/2024,10,18,-3
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/30/2024,3,13,-9
USR0000AKAN,"KANUTI NWR ALASKA, AK US",10/31/2024,15,17,12
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/1/2024,17,18,16
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/2/2024,13,21,6
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/3/2024,15,20,9
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/4/2024,9,20,-2
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/5/2024,17,22,2
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/6/2024,15,21,6
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/7/2024,18,22,10
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/8/2024,14,21,1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/9/2024,9,15,-1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/10/2024,6,11,-6
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/11/2024,-6,-3,-8
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/12/2024,2,4,-2
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/13/2024,-1,8,-14
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/14/2024,-7,0,-15
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/15/2024,0,5,-7
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/16/2024,3,6,1
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/17/2024,4,6,-2
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/18/2024,-18,-2,-27
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/19/2024,-18,-6,-30
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/20/2024,2,11,-4
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/21/2024,10,12,7
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/22/2024,0,6,-8
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/23/2024,1,8,-9
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/24/2024,11,13,8
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/25/2024,12,14,8
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/26/2024,-2,10,-18
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/27/2024,-27,-19,-34
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/28/2024,-31,-23,-35
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/29/2024,-14,-9,-21
USR0000AKAN,"KANUTI NWR ALASKA, AK US",11/30/2024,-13,1,-24
USR0000AKAN,"KANUTI NWR ALASKA, AK US",12/1/2024,1,3,-4
USR0000AKAN,"KANUTI NWR ALASKA, AK US",12/2/2024,-1,1,-4